delay (mcparamset=1) X,delay (mcparamset=1) Y,delay (mcparamset=2) X,delay (mcparamset=2) Y,delay (mcparamset=3) X,delay (mcparamset=3) Y,delay (mcparamset=4) X,delay (mcparamset=4) Y,delay (mcparamset=5) X,delay (mcparamset=5) Y,delay (mcparamset=6) X,delay (mcparamset=6) Y,delay (mcparamset=7) X,delay (mcparamset=7) Y,delay (mcparamset=8) X,delay (mcparamset=8) Y,delay (mcparamset=9) X,delay (mcparamset=9) Y,delay (mcparamset=10) X,delay (mcparamset=10) Y,delay (mcparamset=11) X,delay (mcparamset=11) Y,delay (mcparamset=12) X,delay (mcparamset=12) Y,delay (mcparamset=13) X,delay (mcparamset=13) Y,delay (mcparamset=14) X,delay (mcparamset=14) Y,delay (mcparamset=15) X,delay (mcparamset=15) Y,delay (mcparamset=16) X,delay (mcparamset=16) Y,delay (mcparamset=17) X,delay (mcparamset=17) Y,delay (mcparamset=18) X,delay (mcparamset=18) Y,delay (mcparamset=19) X,delay (mcparamset=19) Y,delay (mcparamset=20) X,delay (mcparamset=20) Y,delay (mcparamset=21) X,delay (mcparamset=21) Y,delay (mcparamset=22) X,delay (mcparamset=22) Y,delay (mcparamset=23) X,delay (mcparamset=23) Y,delay (mcparamset=24) X,delay (mcparamset=24) Y,delay (mcparamset=25) X,delay (mcparamset=25) Y,delay (mcparamset=26) X,delay (mcparamset=26) Y,delay (mcparamset=27) X,delay (mcparamset=27) Y,delay (mcparamset=28) X,delay (mcparamset=28) Y,delay (mcparamset=29) X,delay (mcparamset=29) Y,delay (mcparamset=30) X,delay (mcparamset=30) Y,delay (mcparamset=31) X,delay (mcparamset=31) Y,delay (mcparamset=32) X,delay (mcparamset=32) Y,delay (mcparamset=33) X,delay (mcparamset=33) Y,delay (mcparamset=34) X,delay (mcparamset=34) Y,delay (mcparamset=35) X,delay (mcparamset=35) Y,delay (mcparamset=36) X,delay (mcparamset=36) Y,delay (mcparamset=37) X,delay (mcparamset=37) Y,delay (mcparamset=38) X,delay (mcparamset=38) Y,delay (mcparamset=39) X,delay (mcparamset=39) Y,delay (mcparamset=40) X,delay (mcparamset=40) Y,delay (mcparamset=41) X,delay (mcparamset=41) Y,delay (mcparamset=42) X,delay (mcparamset=42) Y,delay (mcparamset=43) X,delay (mcparamset=43) Y,delay (mcparamset=44) X,delay (mcparamset=44) Y,delay (mcparamset=45) X,delay (mcparamset=45) Y,delay (mcparamset=46) X,delay (mcparamset=46) Y,delay (mcparamset=47) X,delay (mcparamset=47) Y,delay (mcparamset=48) X,delay (mcparamset=48) Y,delay (mcparamset=49) X,delay (mcparamset=49) Y,delay (mcparamset=50) X,delay (mcparamset=50) Y
9.975e-06,1.13323484420017e-08,9.975e-06,1.133260255274587e-08,9.975e-06,1.133222234717856e-08,9.975e-06,1.133538692729256e-08,9.975e-06,1.133477227723704e-08,9.975e-06,1.132932745658716e-08,9.975e-06,1.133429263726504e-08,9.975e-06,1.13298025422659e-08,9.975e-06,1.132888229916613e-08,9.975e-06,1.133155669543346e-08,9.975e-06,1.133472429950977e-08,9.975e-06,1.133306699389859e-08,9.975e-06,1.133054114298733e-08,9.975e-06,1.133333176498104e-08,9.975e-06,1.133059031147635e-08,9.975e-06,1.132770791916869e-08,9.975e-06,1.133632462496865e-08,9.975e-06,1.133480134396555e-08,9.975e-06,1.133913558213261e-08,9.975e-06,1.133246394185265e-08,9.975e-06,1.133244636423623e-08,9.975e-06,1.13310886165279e-08,9.975e-06,1.133782532572303e-08,9.975e-06,1.133571227844078e-08,9.975e-06,1.133384831422021e-08,9.975e-06,1.133418562436212e-08,9.975e-06,1.133230920995392e-08,9.975e-06,1.133143741553659e-08,9.975e-06,1.132902436296762e-08,9.975e-06,1.133127745158685e-08,9.975e-06,1.133367006053079e-08,9.975e-06,1.133449261179042e-08,9.975e-06,1.133271124053588e-08,9.975e-06,1.133319961554118e-08,9.975e-06,1.133612724191493e-08,9.975e-06,1.133053020257665e-08,9.975e-06,1.133240435049145e-08,9.975e-06,1.133059547060631e-08,9.975e-06,1.133134498429102e-08,9.975e-06,1.133073549434346e-08,9.975e-06,1.133178746084121e-08,9.975e-06,1.133502609708324e-08,9.975e-06,1.133226555905784e-08,9.975e-06,1.132976891030232e-08,9.975e-06,1.133075297856027e-08,9.975e-06,1.133795459283504e-08,9.975e-06,1.133398764808736e-08,9.975e-06,1.133163365682111e-08,9.975e-06,1.133198515633408e-08,9.975e-06,1.133214202254808e-08
1.0025e-05,1.137113367682115e-08,1.0025e-05,1.137154147631082e-08,1.0025e-05,1.137122779481751e-08,1.0025e-05,1.137399632808589e-08,1.0025e-05,1.137334148942665e-08,1.0025e-05,1.13680187519726e-08,1.0025e-05,1.137349724468815e-08,1.0025e-05,1.136860865274711e-08,1.0025e-05,1.136770811001789e-08,1.0025e-05,1.137033695527001e-08,1.0025e-05,1.137347128004634e-08,1.0025e-05,1.137204441604094e-08,1.0025e-05,1.136935382086576e-08,1.0025e-05,1.137234410971028e-08,1.0025e-05,1.136947974739708e-08,1.0025e-05,1.136652343459301e-08,1.0025e-05,1.137509371913111e-08,1.0025e-05,1.137341300399978e-08,1.0025e-05,1.137781352539054e-08,1.0025e-05,1.137123473344109e-08,1.0025e-05,1.137102894228609e-08,1.0025e-05,1.136998900302211e-08,1.0025e-05,1.137670824771291e-08,1.0025e-05,1.137457203752296e-08,1.0025e-05,1.137274512934138e-08,1.0025e-05,1.137303885469151e-08,1.0025e-05,1.137105947149641e-08,1.0025e-05,1.137032301935831e-08,1.0025e-05,1.13679131802718e-08,1.0025e-05,1.137018979015143e-08,1.0025e-05,1.137226202230071e-08,1.0025e-05,1.137311709134232e-08,1.0025e-05,1.13715258773849e-08,1.0025e-05,1.137205467916969e-08,1.0025e-05,1.137494756001284e-08,1.0025e-05,1.136902378594394e-08,1.0025e-05,1.137130021871287e-08,1.0025e-05,1.136930054350682e-08,1.0025e-05,1.13702089709958e-08,1.0025e-05,1.136948152899443e-08,1.0025e-05,1.137066093661271e-08,1.0025e-05,1.137434074723107e-08,1.0025e-05,1.137110135738929e-08,1.0025e-05,1.136848814830886e-08,1.0025e-05,1.136968491245257e-08,1.0025e-05,1.137716663345902e-08,1.0025e-05,1.137296262508234e-08,1.0025e-05,1.137025284175078e-08,1.0025e-05,1.137109254221099e-08,1.0025e-05,1.137094449293475e-08
1.0075e-05,1.140941955423154e-08,1.0075e-05,1.140990966677795e-08,1.0075e-05,1.140975006390894e-08,1.0075e-05,1.14122118490422e-08,1.0075e-05,1.141155242933866e-08,1.0075e-05,1.140626805638459e-08,1.0075e-05,1.141214108849568e-08,1.0075e-05,1.140690410793014e-08,1.0075e-05,1.140604407516602e-08,1.0075e-05,1.140862331734625e-08,1.0075e-05,1.141171925732623e-08,1.0075e-05,1.141054876220773e-08,1.0075e-05,1.140766969950464e-08,1.0075e-05,1.141086089766155e-08,1.0075e-05,1.140785631695876e-08,1.0075e-05,1.140478072151991e-08,1.0075e-05,1.141342745507223e-08,1.0075e-05,1.141165799418413e-08,1.0075e-05,1.141603581208268e-08,1.0075e-05,1.140960488700308e-08,1.0075e-05,1.140918271176245e-08,1.0075e-05,1.140850531444701e-08,1.0075e-05,1.141509491239857e-08,1.0075e-05,1.141296827560755e-08,1.0075e-05,1.141121434079634e-08,1.0075e-05,1.14113980445725e-08,1.0075e-05,1.140944479189672e-08,1.0075e-05,1.140873036666756e-08,1.0075e-05,1.140631335347971e-08,1.0075e-05,1.140855534385754e-08,1.0075e-05,1.141052308923006e-08,1.0075e-05,1.141136820668081e-08,1.0075e-05,1.140981817250682e-08,1.0075e-05,1.141049102457541e-08,1.0075e-05,1.141327091828905e-08,1.0075e-05,1.140713017031115e-08,1.0075e-05,1.140977287178535e-08,1.0075e-05,1.1407585864085e-08,1.0075e-05,1.140866267010286e-08,1.0075e-05,1.140780415914014e-08,1.0075e-05,1.140901151622376e-08,1.0075e-05,1.141303035329097e-08,1.0075e-05,1.140941397507961e-08,1.0075e-05,1.140675711104594e-08,1.0075e-05,1.140808406382764e-08,1.0075e-05,1.141579577013006e-08,1.0075e-05,1.141145872169263e-08,1.0075e-05,1.140843595465443e-08,1.0075e-05,1.140969907696866e-08,1.0075e-05,1.140932896376567e-08
1.0125e-05,1.144787312634627e-08,1.0125e-05,1.144836896811176e-08,1.0125e-05,1.14481820995042e-08,1.0125e-05,1.145061606063128e-08,1.0125e-05,1.145010768306386e-08,1.0125e-05,1.144456776475083e-08,1.0125e-05,1.145068322063337e-08,1.0125e-05,1.144529691264312e-08,1.0125e-05,1.144451126043641e-08,1.0125e-05,1.144701811873388e-08,1.0125e-05,1.145016920197822e-08,1.0125e-05,1.144903654801295e-08,1.0125e-05,1.144607396577978e-08,1.0125e-05,1.144933865129574e-08,1.0125e-05,1.144616462789161e-08,1.0125e-05,1.144320577400178e-08,1.0125e-05,1.145140971855783e-08,1.0125e-05,1.145017683306618e-08,1.0125e-05,1.145418840056486e-08,1.0125e-05,1.144807199987378e-08,1.0125e-05,1.14476075494761e-08,1.0125e-05,1.144696101392827e-08,1.0125e-05,1.145311415518473e-08,1.0125e-05,1.145093168517706e-08,1.0125e-05,1.14496427357657e-08,1.0125e-05,1.144986634285573e-08,1.0125e-05,1.144783932884398e-08,1.0125e-05,1.144711609061282e-08,1.0125e-05,1.144476721654078e-08,1.0125e-05,1.144685785967461e-08,1.0125e-05,1.144899889203562e-08,1.0125e-05,1.144984559454738e-08,1.0125e-05,1.144826847221843e-08,1.0125e-05,1.144900428055405e-08,1.0125e-05,1.145135580740582e-08,1.0125e-05,1.144553574335754e-08,1.0125e-05,1.144823856267694e-08,1.0125e-05,1.144600106547916e-08,1.0125e-05,1.144707804456425e-08,1.0125e-05,1.14461974637702e-08,1.0125e-05,1.144733075838866e-08,1.0125e-05,1.145094800247949e-08,1.0125e-05,1.1447936660932e-08,1.0125e-05,1.144513496026027e-08,1.0125e-05,1.144644955914365e-08,1.0125e-05,1.14539097184705e-08,1.0125e-05,1.144993371886007e-08,1.0125e-05,1.144677950628995e-08,1.0125e-05,1.144814375367077e-08,1.0125e-05,1.144782436596669e-08
1.0175e-05,1.148703955945624e-08,1.0175e-05,1.148756363312788e-08,1.0175e-05,1.148734099893976e-08,1.0175e-05,1.148978423644947e-08,1.0175e-05,1.148942617478728e-08,1.0175e-05,1.148359884042724e-08,1.0175e-05,1.148998044041851e-08,1.0175e-05,1.148438354611244e-08,1.0175e-05,1.148362054034224e-08,1.0175e-05,1.148612200911523e-08,1.0175e-05,1.148934037492248e-08,1.0175e-05,1.148825797333155e-08,1.0175e-05,1.148517135607946e-08,1.0175e-05,1.148854554727287e-08,1.0175e-05,1.148524614635548e-08,1.0175e-05,1.148227187403709e-08,1.0175e-05,1.149081683282519e-08,1.0175e-05,1.148945136462263e-08,1.0175e-05,1.149374173115701e-08,1.0175e-05,1.148724044901451e-08,1.0175e-05,1.148676658986733e-08,1.0175e-05,1.148612671762941e-08,1.0175e-05,1.149254921434646e-08,1.0175e-05,1.149042443414919e-08,1.0175e-05,1.148888843682706e-08,1.0175e-05,1.148906414493433e-08,1.0175e-05,1.148698708761116e-08,1.0175e-05,1.148626627150247e-08,1.0175e-05,1.148390098431771e-08,1.0175e-05,1.148590815147995e-08,1.0175e-05,1.148823663242618e-08,1.0175e-05,1.148907298793963e-08,1.0175e-05,1.148745954539334e-08,1.0175e-05,1.148824459496364e-08,1.0175e-05,1.14908312022082e-08,1.0175e-05,1.148462455689565e-08,1.0175e-05,1.148745145837806e-08,1.0175e-05,1.148510618610247e-08,1.0175e-05,1.148622634144436e-08,1.0175e-05,1.148531397455756e-08,1.0175e-05,1.14864073691859e-08,1.0175e-05,1.149037123922589e-08,1.0175e-05,1.148711221953083e-08,1.0175e-05,1.148421109422013e-08,1.0175e-05,1.148555935082757e-08,1.0175e-05,1.14933835163831e-08,1.0175e-05,1.148920267065868e-08,1.0175e-05,1.148588744096819e-08,1.0175e-05,1.148732441649437e-08,1.0175e-05,1.148704304996731e-08
1.0225e-05,1.152690240202617e-08,1.0225e-05,1.152741926383574e-08,1.0225e-05,1.152733654818543e-08,1.0225e-05,1.153004230665102e-08,1.0225e-05,1.152951664760129e-08,1.0225e-05,1.152352133899871e-08,1.0225e-05,1.152985232736483e-08,1.0225e-05,1.152420357751757e-08,1.0225e-05,1.152337459390566e-08,1.0225e-05,1.152605383304049e-08,1.0225e-05,1.152947215764958e-08,1.0225e-05,1.152829100315446e-08,1.0225e-05,1.152507495869197e-08,1.0225e-05,1.152831253487468e-08,1.0225e-05,1.152509126273223e-08,1.0225e-05,1.152212348795002e-08,1.0225e-05,1.153120750599013e-08,1.0225e-05,1.152930499776787e-08,1.0225e-05,1.153406940422854e-08,1.0225e-05,1.152705317180305e-08,1.0225e-05,1.152682804371874e-08,1.0225e-05,1.152597931530596e-08,1.0225e-05,1.153285126633101e-08,1.0225e-05,1.153076589297894e-08,1.0225e-05,1.152887846802007e-08,1.0225e-05,1.152892624354706e-08,1.0225e-05,1.152699877141872e-08,1.0225e-05,1.152614532051096e-08,1.0225e-05,1.152370742777393e-08,1.0225e-05,1.152589386364949e-08,1.0225e-05,1.152823293054448e-08,1.0225e-05,1.152913190178942e-08,1.0225e-05,1.152738733283804e-08,1.0225e-05,1.152823069240446e-08,1.0225e-05,1.153114163566578e-08,1.0225e-05,1.152453330605287e-08,1.0225e-05,1.152716541865554e-08,1.0225e-05,1.152495580396772e-08,1.0225e-05,1.1526185403232e-08,1.0225e-05,1.152526080143312e-08,1.0225e-05,1.152648154079262e-08,1.0225e-05,1.15306648298422e-08,1.0225e-05,1.152693968676573e-08,1.0225e-05,1.152413885429284e-08,1.0225e-05,1.152535608775864e-08,1.0225e-05,1.153362829737487e-08,1.0225e-05,1.152932882412946e-08,1.0225e-05,1.152600511739353e-08,1.0225e-05,1.15271054564386e-08,1.0225e-05,1.152694428875172e-08
1.0275e-05,1.156681577053716e-08,1.0275e-05,1.156735003363369e-08,1.0275e-05,1.156731865847926e-08,1.0275e-05,1.15701843615482e-08,1.0275e-05,1.156957913595966e-08,1.0275e-05,1.156352778608816e-08,1.0275e-05,1.156973608227521e-08,1.0275e-05,1.156411530971293e-08,1.0275e-05,1.156325052942376e-08,1.0275e-05,1.156603212347963e-08,1.0275e-05,1.156952043245717e-08,1.0275e-05,1.156832903398158e-08,1.0275e-05,1.156503963699128e-08,1.0275e-05,1.156813896018319e-08,1.0275e-05,1.156502811990532e-08,1.0275e-05,1.15620425620665e-08,1.0275e-05,1.157125658369858e-08,1.0275e-05,1.156922248449826e-08,1.0275e-05,1.157407768167035e-08,1.0275e-05,1.156691751436129e-08,1.0275e-05,1.156691810427113e-08,1.0275e-05,1.156590562611035e-08,1.0275e-05,1.157277835777852e-08,1.0275e-05,1.157072461941923e-08,1.0275e-05,1.156887310473933e-08,1.0275e-05,1.15688057207676e-08,1.0275e-05,1.156704434382037e-08,1.0275e-05,1.156613357646727e-08,1.0275e-05,1.156363090657152e-08,1.0275e-05,1.156591477502195e-08,1.0275e-05,1.156823811883701e-08,1.0275e-05,1.156911851828911e-08,1.0275e-05,1.156734928079633e-08,1.0275e-05,1.15682306580693e-08,1.0275e-05,1.157109547692961e-08,1.0275e-05,1.156451981326771e-08,1.0275e-05,1.156698252028011e-08,1.0275e-05,1.156493602867246e-08,1.0275e-05,1.156619758153964e-08,1.0275e-05,1.156530721800958e-08,1.0275e-05,1.156655843185617e-08,1.0275e-05,1.157059066221511e-08,1.0275e-05,1.156683604906511e-08,1.0275e-05,1.156413470009164e-08,1.0275e-05,1.156523260713846e-08,1.0275e-05,1.157357413793431e-08,1.0275e-05,1.156938468111596e-08,1.0275e-05,1.15661605625605e-08,1.0275e-05,1.156697250923128e-08,1.0275e-05,1.156689804138635e-08
1.0325e-05,1.160590493753775e-08,1.0325e-05,1.160647698330492e-08,1.0325e-05,1.160636141753516e-08,1.0325e-05,1.160919482130992e-08,1.0325e-05,1.160874990576314e-08,1.0325e-05,1.160301821050184e-08,1.0325e-05,1.160889539569423e-08,1.0325e-05,1.160318126873076e-08,1.0325e-05,1.160289077653143e-08,1.0325e-05,1.160504821777492e-08,1.0325e-05,1.160859069367991e-08,1.0325e-05,1.160743055896187e-08,1.0325e-05,1.160408841320462e-08,1.0325e-05,1.160724123711401e-08,1.0325e-05,1.160399102312216e-08,1.0325e-05,1.160166379497044e-08,1.0325e-05,1.161033133223476e-08,1.0325e-05,1.160835971173256e-08,1.0325e-05,1.161323242240926e-08,1.0325e-05,1.160600679212763e-08,1.0325e-05,1.160597299824393e-08,1.0325e-05,1.160501473416309e-08,1.0325e-05,1.161183251008067e-08,1.0325e-05,1.160985542758364e-08,1.0325e-05,1.160790948799804e-08,1.0325e-05,1.160793033225853e-08,1.0325e-05,1.160606359177413e-08,1.0325e-05,1.160515832790906e-08,1.0325e-05,1.160275202556472e-08,1.0325e-05,1.160485487662415e-08,1.0325e-05,1.16073654660872e-08,1.0325e-05,1.160821622505562e-08,1.0325e-05,1.160643168993195e-08,1.0325e-05,1.160739535885725e-08,1.0325e-05,1.161027447386633e-08,1.0325e-05,1.160358384201107e-08,1.0325e-05,1.160606573012014e-08,1.0325e-05,1.160399620013601e-08,1.0325e-05,1.160524790748644e-08,1.0325e-05,1.160433676592509e-08,1.0325e-05,1.160549430244454e-08,1.0325e-05,1.16096354103921e-08,1.0325e-05,1.160596819192329e-08,1.0325e-05,1.160317912954301e-08,1.0325e-05,1.160426739839958e-08,1.0325e-05,1.161266602607595e-08,1.0325e-05,1.160846528833025e-08,1.0325e-05,1.160515849698792e-08,1.0325e-05,1.160602510075408e-08,1.0325e-05,1.160602836009475e-08
1.0375e-05,1.164483832794612e-08,1.0375e-05,1.164539132645223e-08,1.0375e-05,1.164523348856928e-08,1.0375e-05,1.164811193240553e-08,1.0375e-05,1.164777276676358e-08,1.0375e-05,1.164165192144842e-08,1.0375e-05,1.164788376174388e-08,1.0375e-05,1.164204954196268e-08,1.0375e-05,1.164160591157001e-08,1.0375e-05,1.164393216969202e-08,1.0375e-05,1.164743915480608e-08,1.0375e-05,1.164635764305963e-08,1.0375e-05,1.164296724314952e-08,1.0375e-05,1.164613563690492e-08,1.0375e-05,1.16427876635332e-08,1.0375e-05,1.164031828163929e-08,1.0375e-05,1.164925843758321e-08,1.0375e-05,1.164730671678799e-08,1.0375e-05,1.165226838900585e-08,1.0375e-05,1.164488984652737e-08,1.0375e-05,1.164487241855413e-08,1.0375e-05,1.16438983242032e-08,1.0375e-05,1.165080689238475e-08,1.0375e-05,1.164885363952096e-08,1.0375e-05,1.164683280992e-08,1.0375e-05,1.164681979264212e-08,1.0375e-05,1.164496017975607e-08,1.0375e-05,1.164410017615039e-08,1.0375e-05,1.164164431240198e-08,1.0375e-05,1.164367239321495e-08,1.0375e-05,1.164626756522137e-08,1.0375e-05,1.164716882645255e-08,1.0375e-05,1.164531366595452e-08,1.0375e-05,1.164638999408768e-08,1.0375e-05,1.164932833387582e-08,1.0375e-05,1.164246260527115e-08,1.0375e-05,1.164501705809863e-08,1.0375e-05,1.164287030934735e-08,1.0375e-05,1.164410297525079e-08,1.0375e-05,1.164323113832351e-08,1.0375e-05,1.164430701432882e-08,1.0375e-05,1.16485888355872e-08,1.0375e-05,1.164487813431248e-08,1.0375e-05,1.164200502059821e-08,1.0375e-05,1.164312522477125e-08,1.0375e-05,1.165168822454914e-08,1.0375e-05,1.164743195914167e-08,1.0375e-05,1.164400475574943e-08,1.0375e-05,1.164495533695767e-08,1.0375e-05,1.164497350143578e-08
1.0425e-05,1.168508803125417e-08,1.0425e-05,1.168532111838002e-08,1.0425e-05,1.16851925763553e-08,1.0425e-05,1.16882763946812e-08,1.0425e-05,1.168788147651711e-08,1.0425e-05,1.168143611167886e-08,1.0425e-05,1.168785621583306e-08,1.0425e-05,1.168210676696415e-08,1.0425e-05,1.168137420263043e-08,1.0425e-05,1.16837933493903e-08,1.0425e-05,1.168757239392486e-08,1.0425e-05,1.168606030612449e-08,1.0425e-05,1.168276821354125e-08,1.0425e-05,1.168632043728113e-08,1.0425e-05,1.168300621207606e-08,1.0425e-05,1.16800588186078e-08,1.0425e-05,1.168913776151244e-08,1.0425e-05,1.168740569625851e-08,1.0425e-05,1.169172181851952e-08,1.0425e-05,1.168539276814588e-08,1.0425e-05,1.168543157552111e-08,1.0425e-05,1.16836790892298e-08,1.0425e-05,1.169048939944543e-08,1.0425e-05,1.168923192031905e-08,1.0425e-05,1.168707683284852e-08,1.0425e-05,1.168708154053016e-08,1.0425e-05,1.168461108203698e-08,1.0425e-05,1.168424525213917e-08,1.0425e-05,1.168127725325223e-08,1.0425e-05,1.168390588917553e-08,1.0425e-05,1.16860016443233e-08,1.0425e-05,1.168711988816652e-08,1.0425e-05,1.168547053069034e-08,1.0425e-05,1.168612448547982e-08,1.0425e-05,1.168929185680506e-08,1.0425e-05,1.168277241994603e-08,1.0425e-05,1.168503018552724e-08,1.0425e-05,1.168284342092835e-08,1.0425e-05,1.168401292611176e-08,1.0425e-05,1.168285924021735e-08,1.0425e-05,1.168443567670365e-08,1.0425e-05,1.168879383030903e-08,1.0425e-05,1.16846551998816e-08,1.0425e-05,1.168214750980675e-08,1.0425e-05,1.168317178989756e-08,1.0425e-05,1.169203397137661e-08,1.0425e-05,1.168726663600565e-08,1.0425e-05,1.168388997542443e-08,1.0425e-05,1.16849639976608e-08,1.0425e-05,1.168529410015299e-08
1.0475e-05,1.172772435801142e-08,1.0475e-05,1.172776956928489e-08,1.0475e-05,1.172760981124854e-08,1.0475e-05,1.173088662226585e-08,1.0475e-05,1.173049244022146e-08,1.0475e-05,1.172398766346405e-08,1.0475e-05,1.173036776799898e-08,1.0475e-05,1.172458119437602e-08,1.0475e-05,1.172389714636067e-08,1.0475e-05,1.172610328970577e-08,1.0475e-05,1.17301252618521e-08,1.0475e-05,1.172834220051316e-08,1.0475e-05,1.172503837064555e-08,1.0475e-05,1.172893202805139e-08,1.0475e-05,1.172562259151542e-08,1.0475e-05,1.172250068378629e-08,1.0475e-05,1.173158468579495e-08,1.0475e-05,1.17299951289933e-08,1.0475e-05,1.173114170561464e-08,1.0475e-05,1.172820307332586e-08,1.0475e-05,1.172830577892569e-08,1.0475e-05,1.172600762318541e-08,1.0475e-05,1.173000783317012e-08,1.0475e-05,1.17292669010649e-08,1.0475e-05,1.172978712678786e-08,1.0475e-05,1.172970860277014e-08,1.0475e-05,1.172686485399623e-08,1.0475e-05,1.172685195671936e-08,1.0475e-05,1.172346647257123e-08,1.0475e-05,1.172648539291464e-08,1.0475e-05,1.172836199668763e-08,1.0475e-05,1.172954680613079e-08,1.0475e-05,1.172807357332839e-08,1.0475e-05,1.172839786600098e-08,1.0475e-05,1.173172397873999e-08,1.0475e-05,1.172544354501898e-08,1.0475e-05,1.172752318358743e-08,1.0475e-05,1.172534016346691e-08,1.0475e-05,1.172642980925933e-08,1.0475e-05,1.172508414689438e-08,1.0475e-05,1.172699010405157e-08,1.0475e-05,1.173141591141429e-08,1.0475e-05,1.172693627386458e-08,1.0475e-05,1.172470157848981e-08,1.0475e-05,1.172563635050028e-08,1.0475e-05,1.173204397438472e-08,1.0475e-05,1.172966324473012e-08,1.0475e-05,1.172627564236617e-08,1.0475e-05,1.172743138589836e-08,1.0475e-05,1.172801221594783e-08
1.0525e-05,1.176848815344181e-08,1.0525e-05,1.17685469006081e-08,1.0525e-05,1.17683470126197e-08,1.0525e-05,1.177149171539837e-08,1.0525e-05,1.177128181563363e-08,1.0525e-05,1.176484859816873e-08,1.0525e-05,1.177113326250718e-08,1.0525e-05,1.176548253974218e-08,1.0525e-05,1.176490044614239e-08,1.0525e-05,1.176653809679248e-08,1.0525e-05,1.177076693115662e-08,1.0525e-05,1.176909366609134e-08,1.0525e-05,1.176590230563098e-08,1.0525e-05,1.176965895472663e-08,1.0525e-05,1.1766052483829e-08,1.0525e-05,1.176355783980231e-08,1.0525e-05,1.177222919161167e-08,1.0525e-05,1.177072788575451e-08,1.0525e-05,1.177263890269006e-08,1.0525e-05,1.17689672020263e-08,1.0525e-05,1.176902203797139e-08,1.0525e-05,1.176650460511727e-08,1.0525e-05,1.177145009741298e-08,1.0525e-05,1.177080242233343e-08,1.0525e-05,1.177046090710398e-08,1.0525e-05,1.177041333785286e-08,1.0525e-05,1.176759363785648e-08,1.0525e-05,1.176757197350116e-08,1.0525e-05,1.176449686152666e-08,1.0525e-05,1.176717013300096e-08,1.0525e-05,1.176913566353624e-08,1.0525e-05,1.177025821309648e-08,1.0525e-05,1.176882486115513e-08,1.0525e-05,1.176919775528128e-08,1.0525e-05,1.177246264201955e-08,1.0525e-05,1.176597145946184e-08,1.0525e-05,1.176830516669665e-08,1.0525e-05,1.176620126367608e-08,1.0525e-05,1.176722030581285e-08,1.0525e-05,1.176592188651247e-08,1.0525e-05,1.176764252494825e-08,1.0525e-05,1.177204138482352e-08,1.0525e-05,1.176778215477965e-08,1.0525e-05,1.176556329755611e-08,1.0525e-05,1.176612657863884e-08,1.0525e-05,1.177346152901187e-08,1.0525e-05,1.17703669149364e-08,1.0525e-05,1.176667345537902e-08,1.0525e-05,1.17681932135722e-08,1.0525e-05,1.176884005849218e-08
1.0575e-05,1.180733604450987e-08,1.0575e-05,1.180740074308377e-08,1.0575e-05,1.180717876681215e-08,1.0575e-05,1.181011016183326e-08,1.0575e-05,1.181005577900964e-08,1.0575e-05,1.180382486878577e-08,1.0575e-05,1.180987455224551e-08,1.0575e-05,1.180447225129355e-08,1.0575e-05,1.180395142341589e-08,1.0575e-05,1.180555491341855e-08,1.0575e-05,1.180942098711567e-08,1.0575e-05,1.180791788092152e-08,1.0575e-05,1.18048586613523e-08,1.0575e-05,1.180844420462687e-08,1.0575e-05,1.180503005281877e-08,1.0575e-05,1.18026454716671e-08,1.0575e-05,1.18108771390881e-08,1.0575e-05,1.180949484801862e-08,1.0575e-05,1.181315668909351e-08,1.0575e-05,1.18077769545706e-08,1.0575e-05,1.180784471562078e-08,1.0575e-05,1.180556517295096e-08,1.0575e-05,1.181194490999385e-08,1.0575e-05,1.181140331860508e-08,1.0575e-05,1.180920191724924e-08,1.0575e-05,1.180913112420965e-08,1.0575e-05,1.180645751182328e-08,1.0575e-05,1.180647087520102e-08,1.0575e-05,1.180359642417484e-08,1.0575e-05,1.180601318289506e-08,1.0575e-05,1.180797135973902e-08,1.0575e-05,1.180900905189587e-08,1.0575e-05,1.180766082112337e-08,1.0575e-05,1.180806213501687e-08,1.0575e-05,1.18111435536367e-08,1.0575e-05,1.180501570209647e-08,1.0575e-05,1.180717951098613e-08,1.0575e-05,1.180517562764602e-08,1.0575e-05,1.180611229043428e-08,1.0575e-05,1.180490350137799e-08,1.0575e-05,1.180646119170271e-08,1.0575e-05,1.181068859114418e-08,1.0575e-05,1.180669933448042e-08,1.0575e-05,1.180454202797701e-08,1.0575e-05,1.180514816470055e-08,1.0575e-05,1.18139186321673e-08,1.0575e-05,1.180912806256832e-08,1.0575e-05,1.180566654794805e-08,1.0575e-05,1.180704051312915e-08,1.0575e-05,1.18076951871397e-08
