"P_inst (d0=0,d1=0,d2=0,d3=0,d4=0) X","P_inst (d0=0,d1=0,d2=0,d3=0,d4=0) Y","P_inst (d0=0,d1=0,d2=0,d3=0,d4=1) X","P_inst (d0=0,d1=0,d2=0,d3=0,d4=1) Y","P_inst (d0=0,d1=0,d2=0,d3=1,d4=0) X","P_inst (d0=0,d1=0,d2=0,d3=1,d4=0) Y","P_inst (d0=0,d1=0,d2=0,d3=1,d4=1) X","P_inst (d0=0,d1=0,d2=0,d3=1,d4=1) Y","P_inst (d0=0,d1=0,d2=1,d3=0,d4=0) X","P_inst (d0=0,d1=0,d2=1,d3=0,d4=0) Y","P_inst (d0=0,d1=0,d2=1,d3=0,d4=1) X","P_inst (d0=0,d1=0,d2=1,d3=0,d4=1) Y","P_inst (d0=0,d1=0,d2=1,d3=1,d4=0) X","P_inst (d0=0,d1=0,d2=1,d3=1,d4=0) Y","P_inst (d0=0,d1=0,d2=1,d3=1,d4=1) X","P_inst (d0=0,d1=0,d2=1,d3=1,d4=1) Y","P_inst (d0=0,d1=1,d2=0,d3=0,d4=0) X","P_inst (d0=0,d1=1,d2=0,d3=0,d4=0) Y","P_inst (d0=0,d1=1,d2=0,d3=0,d4=1) X","P_inst (d0=0,d1=1,d2=0,d3=0,d4=1) Y","P_inst (d0=0,d1=1,d2=0,d3=1,d4=0) X","P_inst (d0=0,d1=1,d2=0,d3=1,d4=0) Y","P_inst (d0=0,d1=1,d2=0,d3=1,d4=1) X","P_inst (d0=0,d1=1,d2=0,d3=1,d4=1) Y","P_inst (d0=0,d1=1,d2=1,d3=0,d4=0) X","P_inst (d0=0,d1=1,d2=1,d3=0,d4=0) Y","P_inst (d0=0,d1=1,d2=1,d3=0,d4=1) X","P_inst (d0=0,d1=1,d2=1,d3=0,d4=1) Y","P_inst (d0=0,d1=1,d2=1,d3=1,d4=0) X","P_inst (d0=0,d1=1,d2=1,d3=1,d4=0) Y","P_inst (d0=0,d1=1,d2=1,d3=1,d4=1) X","P_inst (d0=0,d1=1,d2=1,d3=1,d4=1) Y","P_inst (d0=1,d1=0,d2=0,d3=0,d4=0) X","P_inst (d0=1,d1=0,d2=0,d3=0,d4=0) Y","P_inst (d0=1,d1=0,d2=0,d3=0,d4=1) X","P_inst (d0=1,d1=0,d2=0,d3=0,d4=1) Y","P_inst (d0=1,d1=0,d2=0,d3=1,d4=0) X","P_inst (d0=1,d1=0,d2=0,d3=1,d4=0) Y","P_inst (d0=1,d1=0,d2=0,d3=1,d4=1) X","P_inst (d0=1,d1=0,d2=0,d3=1,d4=1) Y","P_inst (d0=1,d1=0,d2=1,d3=0,d4=0) X","P_inst (d0=1,d1=0,d2=1,d3=0,d4=0) Y","P_inst (d0=1,d1=0,d2=1,d3=0,d4=1) X","P_inst (d0=1,d1=0,d2=1,d3=0,d4=1) Y","P_inst (d0=1,d1=0,d2=1,d3=1,d4=0) X","P_inst (d0=1,d1=0,d2=1,d3=1,d4=0) Y","P_inst (d0=1,d1=0,d2=1,d3=1,d4=1) X","P_inst (d0=1,d1=0,d2=1,d3=1,d4=1) Y","P_inst (d0=1,d1=1,d2=0,d3=0,d4=0) X","P_inst (d0=1,d1=1,d2=0,d3=0,d4=0) Y","P_inst (d0=1,d1=1,d2=0,d3=0,d4=1) X","P_inst (d0=1,d1=1,d2=0,d3=0,d4=1) Y","P_inst (d0=1,d1=1,d2=0,d3=1,d4=0) X","P_inst (d0=1,d1=1,d2=0,d3=1,d4=0) Y","P_inst (d0=1,d1=1,d2=0,d3=1,d4=1) X","P_inst (d0=1,d1=1,d2=0,d3=1,d4=1) Y","P_inst (d0=1,d1=1,d2=1,d3=0,d4=0) X","P_inst (d0=1,d1=1,d2=1,d3=0,d4=0) Y","P_inst (d0=1,d1=1,d2=1,d3=0,d4=1) X","P_inst (d0=1,d1=1,d2=1,d3=0,d4=1) Y","P_inst (d0=1,d1=1,d2=1,d3=1,d4=0) X","P_inst (d0=1,d1=1,d2=1,d3=1,d4=0) Y","P_inst (d0=1,d1=1,d2=1,d3=1,d4=1) X","P_inst (d0=1,d1=1,d2=1,d3=1,d4=1) Y"
1.702e-07,-1.539856662184296e-05,1.403494230443341e-07,-0.000306773690109865,1.403423516349823e-07,-0.0002298689191035572,1.403422765541119e-07,-0.0002430862567246196,1.403360932064435e-07,-0.0001432029593393611,1.379493319614641e-07,-1.702363323730528e-08,1.403427105080455e-07,-0.0002329348537011246,1.403477689091801e-07,-0.0002798661401962108,1.403682283595198e-07,-7.574143816171627e-05,1.402e-07,1.779702938267942e-08,1.403425301121233e-07,-0.0002312439916889697,1.402125e-07,-3.014509423276584e-06,1.403423470216809e-07,-0.000230571933675959,1.402723797424881e-07,-1.034416722154662e-05,1.403577685866873e-07,-7.087279487554534e-05,1.403936684617204e-07,-8.126489901845946e-05,1.403727250384057e-07,-6.695034055513336e-05,1.403429209370065e-07,-0.0002652643941348491,1.403469544687854e-07,-0.0002583987737652469,1.403441417815332e-07,-0.0002745644778373978,1.402125e-07,-3.012429988938162e-06,1.402125e-07,-3.016033544551687e-06,1.40357708186209e-07,-7.414315246547935e-05,1.403680350432681e-07,-7.434601809541501e-05,1.403270081481889e-07,-0.0001347938304488107,1.402325791394967e-07,-3.079290289468739e-06,1.403327229128702e-07,-0.0001194698827435912,1.403154450861136e-07,-7.883564619879834e-05,1.403394530376682e-07,-0.0001844454438760657,1.403485114032053e-07,-0.000289718248813932,1.40422949558407e-07,-3.980614549487355e-05,1.702e-07,-1.539856969689688e-05
1.702065427432092e-07,-2.581436695816405e-06,1.403512696064803e-07,-0.0002658012284918991,1.403439990257067e-07,-0.0002506525644268931,1.403442632746607e-07,-0.0002777472988155163,1.403387807635214e-07,-0.0001797001359655743,1.402e-07,1.307310968524318e-08,1.403451557969234e-07,-0.0002565462175818205,1.403495425302632e-07,-0.0002467530229874689,1.403733461369867e-07,-6.620642894406921e-05,1.402125e-07,-3.016782230082426e-06,1.403444732705618e-07,-0.0002547333068836946,1.402322937632172e-07,-3.074441961674737e-06,1.403439988322255e-07,-0.0002543676732156694,1.402832015140037e-07,-2.198440123191047e-05,1.403602490148109e-07,-7.037052169381111e-05,1.404e-07,-7.719282558368739e-05,1.403786045268253e-07,-8.043852837885099e-05,1.403449911493932e-07,-0.0002992564906990528,1.403487442731679e-07,-0.0002258434886514383,1.403460157758314e-07,-0.0002814651061395015,1.402325943229653e-07,-3.075952545962371e-06,1.402325006292512e-07,-3.078321936943023e-06,1.403601381662921e-07,-6.932371660967973e-05,1.403730823281714e-07,-7.304986459793146e-05,1.403316624495416e-07,-0.0001410461473440958,1.402727374184901e-07,-1.064120367774132e-05,1.40337306266648e-07,-0.0001477227936554439,1.403219811572939e-07,-0.0001148234380253188,1.403410568112145e-07,-0.0002102994043172849,1.403503002003207e-07,-0.0002521352575640252,1.404375810900712e-07,-3.470849611700935e-05,1.702065427432176e-07,-2.581439382193549e-06
1.702192847091026e-07,-2.330511717662163e-06,1.403526468091029e-07,-0.0002348167650620843,1.403455839593788e-07,-0.0002608071855917766,1.40346161154881e-07,-0.0002840971490655291,1.40340471439395e-07,-0.0002028772255386916,1.402125e-07,-3.015397111102443e-06,1.403472127312731e-07,-0.0002478694613341713,1.403509055039095e-07,-0.0002173136850941901,1.40379368438483e-07,-8.035147684285732e-05,1.402326190630891e-07,-3.080719510582515e-06,1.403466362505357e-07,-0.000255776391610809,1.402718812896516e-07,-9.945634823068647e-06,1.403464058522364e-07,-0.0002632193571845964,1.402900869525609e-07,-3.227134383150971e-05,1.403640471079191e-07,-5.97194774000489e-05,1.404034336957267e-07,-6.765934401699573e-05,1.403856117500079e-07,-7.256633242801667e-05,1.403469875849872e-07,-0.0003030034605986844,1.403501165456429e-07,-0.0001914051061528586,1.40348205979586e-07,-0.0002857255711018681,1.40272782968896e-07,-1.048313365474702e-05,1.402725018877535e-07,-1.04428543742903e-05,1.403638362765218e-07,-6.293702036949243e-05,1.40378983455696e-07,-7.905005875146827e-05,1.4033613477422e-07,-0.0001457985107926504,1.402832652624205e-07,-2.214961580969082e-05,1.403392666489551e-07,-0.0001783035145098292,1.40326995357281e-07,-0.0001488253964402996,1.403427039211292e-07,-0.0002351557172050687,1.403516458032684e-07,-0.0002219700282139509,1.404606924998384e-07,-2.754466181401517e-05,1.702192847091279e-07,-2.330513902025734e-06
1.70231655608607e-07,-2.016544381711777e-06,1.403539551348574e-07,-0.0001849312963260273,1.40347579101673e-07,-0.0002512356715856868,1.403483544478754e-07,-0.0002877354179959655,1.403424001831118e-07,-0.000234814071849543,1.402325408766004e-07,-3.078400228714394e-06,1.403489939479038e-07,-0.0002144079857776339,1.403520720545602e-07,-0.000169816922973967,1.403866956639266e-07,-7.146893551956473e-05,1.402728571892674e-07,-1.074450302529415e-05,1.403484778920091e-07,-0.0002319876083352751,1.402794020557644e-07,-1.702410872385848e-05,1.403482899773278e-07,-0.000246357313129573,1.402963008920466e-07,-4.41896127567323e-05,1.403690275900208e-07,-6.39666200338659e-05,1.404078233448167e-07,-6.431906642774367e-05,1.403940656985253e-07,-8.313664100621412e-05,1.403492558367227e-07,-0.0003045853389413827,1.403513337438808e-07,-0.0001457654958715184,1.403499887636053e-07,-0.0002499280854051097,1.40284485477633e-07,-2.356702697606869e-05,1.402832234852618e-07,-2.203566697607166e-05,1.403687814596935e-07,-6.279078197804296e-05,1.403859744076337e-07,-7.924465876771348e-05,1.403387900422467e-07,-0.0001815032357084128,1.402902924456581e-07,-3.275403436375992e-05,1.403408904153485e-07,-0.000204634727997196,1.403316886753534e-07,-0.0001626536343897766,1.403446761991526e-07,-0.0002590038089266857,1.403528759186013e-07,-0.0001731888327438605,1.404944840330033e-07,-1.983431589639274e-05,1.702316556086404e-07,-2.016546096735831e-06
1.702563974076158e-07,-1.607995089709188e-06,1.403554582769623e-07,-0.0001633711337142968,1.403491704507073e-07,-0.0002206263052060038,1.403501406024983e-07,-0.0002510873959193263,1.4034400839279e-07,-0.0002546493233821579,1.402726226298012e-07,-1.054296315809121e-05,1.40350259999727e-07,-0.000173208078977124,1.403535477205548e-07,-0.0001430873907776682,1.403933478319633e-07,-8.250653029561157e-05,1.402832907316917e-07,-2.221412366252672e-05,1.403498766835405e-07,-0.0001921145140923471,1.402895891576858e-07,-3.131269621023986e-05,1.403498375847206e-07,-0.0002083024848836371,1.403034682040092e-07,-5.469652525929495e-05,1.403746643734627e-07,-5.936136733114202e-05,1.404118823277351e-07,-6.260130353162352e-05,1.404e-07,-7.108520408516157e-05,1.403510990588031e-07,-0.0002644197381664268,1.403527827779756e-07,-0.0001207400874744107,1.403513411371778e-07,-0.000220055059400706,1.402913939979369e-07,-3.434308615196826e-05,1.402901566056434e-07,-3.243232997062658e-05,1.403743416910532e-07,-6.256909097876057e-05,1.403940966359993e-07,-8.234687353882554e-05,1.403404753948934e-07,-0.0002044489469078174,1.402965495113044e-07,-4.473643554328765e-05,1.403425731035619e-07,-0.0002313616892551646,1.403361376336936e-07,-0.0001639135420083435,1.403468058628265e-07,-0.000259445272060399,1.403543228927878e-07,-0.0001500685252759261,1.405574395455711e-07,-1.034361715556299e-05,1.702563974076655e-07,-1.607996152674453e-06
1.703058810056334e-07,-9.330215765057328e-07,1.403570553614477e-07,-0.0001313350591764699,1.40350384282337e-07,-0.0001823590977989524,1.403514901353007e-07,-0.0002210652372037714,1.403457490590956e-07,-0.0002673784899058043,1.40283246193091e-07,-2.209636253551622e-05,1.403516466944809e-07,-0.0001329355496638282,1.4035511444796e-07,-0.0001101902590199689,1.404e-07,-6.964908630275204e-05,1.402903645462924e-07,-3.292408127791986e-05,1.403510768553114e-07,-0.0001523959014142591,1.402963988560809e-07,-4.41919772299592e-05,1.403510092549874e-07,-0.0001686315488288967,1.403095967867906e-07,-6.606882357581184e-05,1.403814396817447e-07,-6.636923497444398e-05,1.40420000293572e-07,-5.80447620642776e-05,1.40403399725988e-07,-6.557043132524952e-05,1.40352478956222e-07,-0.0002335759561513903,1.403543418698776e-07,-9.368512061043166e-05,1.403525426297199e-07,-0.0001717364913730496,1.402975039069455e-07,-4.556820680342792e-05,1.402963847306501e-07,-4.436894389920648e-05,1.403810110253806e-07,-6.552849522839272e-05,1.404e-07,-7.814966773724146e-05,1.40342400265935e-07,-0.0002360336752326872,1.40303712108278e-07,-5.527298448860248e-05,1.403446515341194e-07,-0.0002549789852934274,1.403400505245528e-07,-0.0002144688017506648,1.403486428439688e-07,-0.0002370706959430617,1.403558893297278e-07,-0.0001177141927586055,1.406833505707069e-07,-2.51755196730849e-06,1.703058810057155e-07,-9.330218200953355e-07
1.704048482016685e-07,-3.425212299701391e-07,1.403586601298297e-07,-0.0001281113515147238,1.403517212469178e-07,-0.0001406371364712691,1.403527048663169e-07,-0.0001725181019612114,1.403477243468578e-07,-0.0002579715706596374,1.402902263960552e-07,-3.259572562225427e-05,1.403536737268563e-07,-9.84066393074641e-05,1.403566092466092e-07,-0.0001068945546880808,1.404034333361508e-07,-6.445755673195392e-05,1.402966363998878e-07,-4.492910551105531e-05,1.403525677357979e-07,-0.0001186317916584308,1.403041756062887e-07,-5.556805274815131e-05,1.403527595324112e-07,-0.000124365423195725,1.403151834149143e-07,-7.87732188632215e-05,1.403902661052407e-07,-6.041395642519449e-05,1.404309919097252e-07,-5.256933095820835e-05,1.404077341810482e-07,-6.228105358474308e-05,1.403537686115032e-07,-0.0001837933119394255,1.403558785159944e-07,-9.017697664144259e-05,1.403540007510475e-07,-0.0001471900464350142,1.403043502197432e-07,-5.554795033128477e-05,1.40303550356915e-07,-5.488748055940929e-05,1.403896148330354e-07,-6.417252996247344e-05,1.404034063612652e-07,-6.874183721459646e-05,1.403439964799923e-07,-0.0002557824608630474,1.403099075967898e-07,-6.687528790217981e-05,1.403467802834899e-07,-0.0002534194650817906,1.403419342021545e-07,-0.0002331104594943697,1.403500413942264e-07,-0.0001974846198077085,1.403574230779757e-07,-0.0001146865520771884,1.40908915052366e-07,2.266827164154818e-07,1.704048482018157e-07,-3.42521016729759e-07
1.706027825937388e-07,1.908412771291074e-08,1.403605190399454e-07,-0.0001056357871172708,1.403537762040766e-07,-0.0001043866647257245,1.403541578885944e-07,-0.0001486471301899983,1.403493519373365e-07,-0.0002294569967622581,1.402964693307304e-07,-4.455702950611116e-05,1.40355200532734e-07,-8.724252458531136e-05,1.40358270044187e-07,-8.789987496952814e-05,1.404078130199023e-07,-6.116888777287792e-05,1.403037966675344e-07,-5.54745821833517e-05,1.403541544086602e-07,-9.668126999742691e-05,1.403102980978318e-07,-6.706141113510357e-05,1.403544059642295e-07,-0.0001009686717789141,1.403218810512235e-07,-0.000117830090745842,1.404e-07,-6.364385264809497e-05,1.404459976766394e-07,-4.529009674665992e-05,1.404117042595444e-07,-6.065359318796571e-05,1.403552317952773e-07,-0.0001623864181633249,1.403576390085157e-07,-7.533119020484494e-05,1.40355566239759e-07,-0.0001145310140018933,1.40310688362315e-07,-6.710462468512016e-05,1.403097011187941e-07,-6.633186227575386e-05,1.404e-07,-6.304608376910896e-05,1.404076977162905e-07,-6.544401578297529e-05,1.403456805210065e-07,-0.0002687737211634357,1.403153928589254e-07,-7.998869627928966e-05,1.403486071629936e-07,-0.0002267976757142841,1.403439000041954e-07,-0.0002682340360056513,1.40351220293951e-07,-0.0001586132990645176,1.403591688700744e-07,-9.418608122451544e-05,1.412099247961465e-07,-1.2192201071877e-07,1.70602782594016e-07,1.908425968966253e-08
1.709986513778795e-07,-2.288455403857069e-08,1.403629307688292e-07,-0.0001047958853692517,1.403552640198793e-07,-9.093746855337783e-05,1.403557239087464e-07,-0.0001161150964574985,1.403505761549403e-07,-0.000190378016123588,1.403036333042698e-07,-5.508224062863561e-05,1.403568801441503e-07,-7.812608738406258e-05,1.403603360350649e-07,-8.946992553239318e-05,1.404119847777604e-07,-5.946808881872206e-05,1.403100160319593e-07,-6.716279306451918e-05,1.403556921311541e-07,-8.666955966215713e-05,1.403154895485794e-07,-7.914522828406106e-05,1.403559384837931e-07,-9.005462758176675e-05,1.403271174882427e-07,-0.0001590712666071612,1.404041802421649e-07,-4.977473729436514e-05,1.404657600291943e-07,-3.752761251419514e-05,1.404196444165368e-07,-5.630042367864256e-05,1.403568290925926e-07,-0.0001297701300042504,1.403598900748471e-07,-7.621696518369652e-05,1.403570832857466e-07,-0.0001114566941287536,1.403155704192789e-07,-7.792952316710666e-05,1.403152560277474e-07,-7.918166707092878e-05,1.404042172993223e-07,-5.126317566756478e-05,1.40411648381484e-07,-6.3755230357283e-05,1.403476687620954e-07,-0.0002608810889225345,1.403220740550065e-07,-0.0001213273596923121,1.403499627045151e-07,-0.0001861480001440155,1.403457282507935e-07,-0.0002762461836754838,1.403527169828989e-07,-0.0001228686661565827,1.403613727867211e-07,-9.507830531359798e-05,1.416814702761017e-07,1.039240044505574e-07,1.709986513784167e-07,-2.288460696370306e-08
1.717903889461607e-07,1.963471066992025e-08,1.403665682211732e-07,-8.320703504268958e-05,1.403569056525693e-07,-8.292145790749655e-05,1.403572489903025e-07,-0.0001130630778439505,1.40351835671345e-07,-0.0001516411901893661,1.403098067739373e-07,-6.6607208713514e-05,1.403588730910972e-07,-7.290798903171513e-05,1.403633304087408e-07,-7.277300992372763e-05,1.404203282934767e-07,-5.497074404574725e-05,1.403154650081111e-07,-8.041622385819574e-05,1.403574310415314e-07,-7.806006007538764e-05,1.40322031241793e-07,-0.0001159315884111664,1.403575946898265e-07,-8.182850029436052e-05,1.403319215120357e-07,-0.0001789082701293501,1.404098747687328e-07,-4.626768939386956e-05,1.404972364828382e-07,-2.7348218365452e-05,1.404309310945044e-07,-5.085351098690013e-05,1.403584149965951e-07,-0.0001265118645505014,1.40363255949446e-07,-6.374383409361571e-05,1.403587919572818e-07,-9.151006715087297e-05,1.403221327690952e-07,-0.0001082369141945572,1.403219475215943e-07,-0.0001190016562345472,1.404100201956201e-07,-4.771475428541529e-05,1.40419549711871e-07,-5.926336441724072e-05,1.403493097815653e-07,-0.0002337855293224575,1.403272979477456e-07,-0.0001657073065225202,1.403511944681894e-07,-0.0001466003540148128,1.403479121243245e-07,-0.0002817418814731323,1.403543022271728e-07,-0.000100522096714281,1.40364621179433e-07,-7.656051908596754e-05,1.42624561236012e-07,-1.021212366380967e-07,1.71790388947218e-07,1.963474753846573e-08
1.733738640827232e-07,-2.300644540197909e-08,1.403718646230235e-07,-8.910644519837801e-05,1.40358792068872e-07,-7.585962136253818e-05,1.403589751186425e-07,-9.283678449793316e-05,1.403539305012721e-07,-0.0001093957542615239,1.403153253104343e-07,-7.958425213179328e-05,1.403618899537596e-07,-6.605169024953199e-05,1.403680885108231e-07,-7.862803602610886e-05,1.404319497419425e-07,-4.947351031190348e-05,1.403221413522727e-07,-0.000123138589786147,1.403596420804962e-07,-7.269277676564311e-05,1.403270544495622e-07,-0.0001510851256423348,1.40359722464104e-07,-7.586721400457284e-05,1.403364121143988e-07,-0.0001807762387203328,1.404152948595931e-07,-4.457751459606624e-05,1.405565892403015e-07,-1.517160882382986e-05,1.40446322515904e-07,-4.362667065463101e-05,1.403602502094309e-07,-0.0001042101506651389,1.403680882899332e-07,-6.892911669365688e-05,1.403609359453075e-07,-9.277675073736706e-05,1.403270765420266e-07,-0.0001310262541473114,1.403271797965735e-07,-0.0001613024455254716,1.404155795510801e-07,-4.574328841723408e-05,1.404303410460535e-07,-5.378922791884461e-05,1.403505537897626e-07,-0.0001952452695032674,1.403321710491225e-07,-0.000188684455677291,1.403526455971503e-07,-0.0001153284090186543,1.403496885343883e-07,-0.000247683706513113,1.403558193209793e-07,-8.944607543222988e-05,1.403696187876051e-07,-8.281778366987353e-05,1.445107431558327e-07,9.876219017573384e-08,1.733738640848206e-07,-2.300647702658278e-08
1.765408143558481e-07,1.967773052725849e-08,1.40377605518781e-07,-8.096095558142689e-05,1.403616370491086e-07,-7.044498423822139e-05,1.403611473040686e-07,-9.39269241624622e-05,1.403554201177239e-07,-9.679523570512244e-05,1.403220112398014e-07,-0.0001201648988784428,1.403667095771057e-07,-6.358112434401985e-05,1.403731487218256e-07,-7.034221635358315e-05,1.4044789125095e-07,-4.220139268999527e-05,1.403273765353423e-07,-0.000167321482343548,1.403629415754096e-07,-6.636596803132775e-05,1.403317710168316e-07,-0.0001658435005778198,1.403628646002699e-07,-6.972153497029137e-05,1.403404158040281e-07,-0.0002300117676045767,1.404261350413136e-07,-3.991181839857546e-05,1.40675294755228e-07,-3.865810542822772e-06,1.404667705956496e-07,-3.591574542462305e-05,1.403625971366014e-07,-0.0001037099641120755,1.403733955372074e-07,-6.301895648490235e-05,1.403640721088272e-07,-7.496727475206154e-05,1.403317550462118e-07,-0.0001353356539175192,1.403320065256349e-07,-0.0001821597142188434,1.404266982620003e-07,-4.107541312433262e-05,1.404449801844115e-07,-4.651965708840651e-05,1.40351772045055e-07,-0.0001567083098563741,1.403366212988519e-07,-0.0001916096742922028,1.40354211274143e-07,-9.499966285082744e-05,1.40351047312395e-07,-0.0002181162765164201,1.403575166898425e-07,-8.118246694232741e-05,1.403749374399206e-07,-7.456858777880657e-05,1.473553715779164e-07,-1.000064595771103e-07,1.765408143600259e-07,1.967775999794713e-08
1.802e-07,-2.3028576402617e-08,1.40384272357676e-07,-9.599279392215122e-05,1.403660042328771e-07,-6.59767759809036e-05,1.403643359269423e-07,-7.576313120548526e-05,1.403570264046413e-07,-8.61762777799307e-05,1.403272390712857e-07,-0.0001635074343039371,1.403718882228054e-07,-6.303604205905787e-05,1.40379044919538e-07,-8.331969371258989e-05,1.404692528489849e-07,-3.442526154485269e-05,1.403322435415082e-07,-0.0001925791792558267,1.403677785800451e-07,-6.502977538068249e-05,1.403362087193958e-07,-0.0001672360052796426,1.403676317903536e-07,-6.772638944621048e-05,1.403423557803979e-07,-0.0002482980519819765,1.404425897038433e-07,-3.431815814285118e-05,1.408602947015637e-07,-2.708653235089111e-07,1.404992538753886e-07,-2.588985838736888e-05,1.40366121836615e-07,-8.248353101909082e-05,1.403797105194128e-07,-7.252409394127837e-05,1.403689922063498e-07,-8.113760416791107e-05,1.403362517141121e-07,-0.0001425753898667107,1.403364828643204e-07,-0.0001843558384852409,1.404426832863122e-07,-3.523724339815265e-05,1.4046414691765e-07,-3.877337656946635e-05,1.403532048072977e-07,-0.0001242018938872093,1.40340707037717e-07,-0.0002407320610351795,1.403557591850201e-07,-8.514429467019354e-05,1.403522248928447e-07,-0.0001703042361122993,1.40359652959163e-07,-7.503304907495491e-05,1.403811343890606e-07,-8.859202710204113e-05,1.502e-07,9.734869090486159e-08,1.802e-07,-2.302860421491057e-08
1.802125e-07,-3.01519316512861e-06,1.403918138697189e-07,-8.839697528499151e-05,1.403710260758012e-07,-6.69007785449079e-05,1.403692938914182e-07,-8.197436875636018e-05,1.403588217171892e-07,-8.074741523745348e-05,1.403320890120125e-07,-0.0001854219141828265,1.403780334587403e-07,-6.592707888941416e-05,1.403860100184635e-07,-7.671339265189579e-05,1.4050398004264e-07,-2.426279281986718e-05,1.403366838246448e-07,-0.0001945498461659862,1.403730701402138e-07,-6.51934791487737e-05,1.403401456662574e-07,-0.0002178354411465358,1.403727751192996e-07,-6.835924291254095e-05,1.403443804205944e-07,-0.0002822839045075158,1.404674615421712e-07,-2.66169227700614e-05,1.411051992650049e-07,1.387123679086769e-07,1.405618664190958e-07,-1.388000019453504e-05,1.403713670848119e-07,-8.818807082641533e-05,1.403875890207155e-07,-6.638462775479442e-05,1.403741989795373e-07,-7.281641993997708e-05,1.403387811901953e-07,-0.0001781005050232457,1.403405134067204e-07,-0.0002335683516901102,1.404671780432324e-07,-2.767637997678423e-05,1.404942553303772e-07,-2.865525046132831e-05,1.403547210436055e-07,-0.0001040882161164538,1.403426961154954e-07,-0.0002588262492749929,1.403575398352458e-07,-7.690307463111458e-05,1.403536941264302e-07,-0.0001443597510960776,1.403628052395593e-07,-6.913283903851162e-05,1.403884960513967e-07,-8.160561866292258e-05,1.5025e-07,1.421781858877002e-05,1.802125e-07,-3.015193284637579e-06
1.802321186836088e-07,-3.072469926321587e-06,1.403959069348594e-07,-9.920223243703813e-05,1.403768311846566e-07,-6.848969601713026e-05,1.403745541778625e-07,-7.367943466768346e-05,1.403615044449857e-07,-7.296403475400427e-05,1.403365522117217e-07,-0.0001879650296883808,1.40385477038222e-07,-6.594402280191692e-05,1.403940377398181e-07,-8.687445609186463e-05,1.405725599564964e-07,-1.218159295800525e-05,1.403407948110977e-07,-0.000244821528763553,1.4037936993896e-07,-6.8332587692629e-05,1.403420417158014e-07,-0.0002362746625559278,1.403788571620512e-07,-7.161733270300617e-05,1.403462656862715e-07,-0.0002893624971010563,1.405050237058498e-07,-1.857524817125209e-05,1.414642835136956e-07,-1.308111413168013e-07,1.406870915065103e-07,-3.172644882493999e-06,1.403770191480081e-07,-7.987931035496597e-05,1.403937945103577e-07,-7.284659540253919e-05,1.403802720187589e-07,-8.650493094043829e-05,1.403404540485385e-07,-0.0002016288863335802,1.403424672585145e-07,-0.0002517472425168368,1.405039265091018e-07,-1.923529488904159e-05,1.405501588021148e-07,-1.648722258028222e-05,1.403562213874091e-07,-9.266750713353262e-05,1.403447463018675e-07,-0.0002920545099947745,1.403598243130454e-07,-7.134498852797532e-05,1.403552598586207e-07,-0.0001115121464199033,1.403675894861741e-07,-6.69201352037593e-05,1.403942480256984e-07,-9.219008103301982e-05,1.503028482183366e-07,1.026855661295518e-05,1.802321186836183e-07,-3.072470172167165e-06
1.802713560508264e-07,-9.546543662543454e-06,1.404e-07,-8.78722546815226e-05,1.403838173918159e-07,-7.112261690237771e-05,1.403806863540004e-07,-8.7541420130673e-05,1.40365529067551e-07,-6.997006993850434e-05,1.403406100990036e-07,-0.0002371393095207678,1.40392738519111e-07,-6.625450168647279e-05,1.404e-07,-7.579040271081495e-05,1.407097197842091e-07,-2.253115544339105e-06,1.403427988527498e-07,-0.0002615942278964656,1.403871901350464e-07,-6.838559545977677e-05,1.403440142124139e-07,-0.000271266854270908,1.403862652126921e-07,-7.278500773005834e-05,1.403485062948927e-07,-0.0002928151191809372,1.405798552810698e-07,-8.381211094290665e-06,1.421268322450578e-07,1.269907497185842e-07,1.408779889923717e-07,-1.916051388301024e-07,1.403835845197777e-07,-9.480877040470651e-05,1.404e-07,-6.381991675154777e-05,1.403874620209672e-07,-7.962183187023734e-05,1.403423464057628e-07,-0.0002328171656603398,1.40344500082999e-07,-0.0002855022574494301,1.405774234408406e-07,-9.033461755119397e-06,1.406619657455898e-07,-4.666619800458287e-06,1.403579270897888e-07,-8.449812806239935e-05,1.40346698947975e-07,-0.0002978606827818174,1.40363261382646e-07,-6.541941672683665e-05,1.403567618411122e-07,-0.0001083381635028772,1.403727547434935e-07,-6.772246540584076e-05,1.404e-07,-8.085347421325422e-05,1.504e-07,4.45741929184547e-06,1.80271356050855e-07,-9.546544307044533e-06
